,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS,OWS,DWS,WS,WS/40,PER,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OBPM,DBPM,BPM
1321,2012-13,Colorado,Pac-12,31.0,1036.0,0.524,0.515,0.211,0.356,18.7,/players/andre-roberson-1.html,30.0,1.4,2.9,4.3,0.166,21.9,348.0,10.6,29.4,20.0,9.4,3.9,4.4,19.9,3.3,4.8,8.1
1322,1989-90,LSU,SEC,32.0,859.0,0.55,0.56,0.003,0.311,12.0,/players/stanley-roberts-1.html,,,,,,,,,,,,,,,,,
1323,1985-86,UConn,Big East,28.0,442.0,0.406,,,0.36,14.7,/players/clifford-robinson-1.html,2.0,,,,,,,,,,,,,,,,
1324,1986-87,UConn,Big East,16.0,556.0,0.462,0.431,0.071,0.475,15.4,/players/clifford-robinson-1.html,16.0,,,,,,,,,,,,,,,,
1325,1987-88,UConn,Big East,34.0,1079.0,0.521,0.479,0.0,0.514,13.8,/players/clifford-robinson-1.html,,,,,,,,,,,,,,,,,
1326,1988-89,UConn,Big East,31.0,974.0,0.515,0.474,0.024,0.424,11.1,/players/clifford-robinson-1.html,,,,,,,,,,,,,,,,,
1327,1983-84,Navy,ECACS,28.0,372.0,0.62,,,0.529,15.2,/players/david-robinson-1.html,0.0,,,,,,,,,,,,,,,,
1328,1984-85,Navy,ECACS,32.0,1075.0,0.647,,,0.518,11.1,/players/david-robinson-1.html,,,,,,,,,,,,,,,,,
1329,1985-86,Navy,CAA,35.0,1187.0,0.621,,,0.684,11.8,/players/david-robinson-1.html,35.0,,,,,,,,,,,,,,,,
1330,1986-87,Navy,CAA,32.0,1107.0,0.608,0.592,0.002,0.535,8.7,/players/david-robinson-1.html,32.0,,,,,,,,,,,,,,,,
1331,1992-93,Purdue,Big Ten,28.0,1010.0,0.548,0.505,0.154,0.395,14.3,/players/glenn-robinson-1.html,28.0,,,,,,,,,,,,,,,,
1332,1993-94,Purdue,Big Ten,34.0,1166.0,0.578,0.535,0.273,0.354,13.5,/players/glenn-robinson-1.html,34.0,,,,,,,,,,,,,,,,
1333,1988-89,Centenary (LA),TAAC,30.0,1038.0,0.537,0.511,0.104,0.269,11.6,/players/larry-robinson-1.html,,,,,,,,,,,,,,,,,
1334,1989-90,Centenary (LA),TAAC,30.0,1042.0,0.573,0.549,0.077,0.322,10.2,/players/larry-robinson-1.html,,,,,,,,,,,,,,,,,
1335,1988-89,Centenary (LA),TAAC,30.0,1038.0,0.537,0.511,0.104,0.269,11.6,/players/larry-robinson-1.html,,,,,,,,,,,,,,,,,
1336,1989-90,Centenary (LA),TAAC,30.0,1042.0,0.573,0.549,0.077,0.322,10.2,/players/larry-robinson-1.html,,,,,,,,,,,,,,,,,
1337,1990-91,Wake Forest,ACC,30.0,895.0,0.602,0.585,0.1,0.347,16.6,/players/rodney-rogers-1.html,29.0,,,,,,,,,,,,,,,,
1338,1991-92,Wake Forest,ACC,29.0,945.0,0.648,0.638,0.125,0.316,13.1,/players/rodney-rogers-1.html,28.0,,,,,,,,,,,,,,,,
1339,1992-93,Wake Forest,ACC,30.0,981.0,0.612,0.582,0.155,0.434,15.7,/players/rodney-rogers-1.html,29.0,,,,,,,,,,,,,,,,
1340,2004-05,Kentucky,SEC,34.0,854.0,0.55,0.535,0.165,0.515,21.7,/players/rajon-rondo-1.html,34.0,1.3,2.5,3.8,0.179,,,,,6.6,25.8,,0.7,18.7,,,
1341,2005-06,Kentucky,SEC,34.0,1054.0,0.526,0.511,0.216,0.39,17.9,/players/rajon-rondo-1.html,28.0,1.4,2.6,4.0,0.15,,,,,11.4,31.3,,0.3,21.1,,,
1342,2007-08,Memphis,CUSA,40.0,1168.0,0.56,0.517,0.239,0.47,16.7,/players/derrick-rose-1.html,39.0,2.8,3.8,6.6,0.226,,,,,8.3,30.4,,0.9,26.0,,,
1343,1991-92,Michigan,Big Ten,34.0,1126.0,0.577,0.528,0.262,0.465,18.1,/players/jalen-rose-1.html,33.0,,,,,,,,,,,,,,,,
1344,1992-93,Michigan,Big Ten,36.0,1232.0,0.522,0.482,0.226,0.354,17.5,/players/jalen-rose-1.html,36.0,,,,,,,,,,,,,,,,
1345,1993-94,Michigan,Big Ten,32.0,1152.0,0.56,0.519,0.325,0.403,13.0,/players/jalen-rose-1.html,32.0,,,,,,,,,,,,,,,,
1346,1992-93,Drexel,NAC,29.0,820.0,0.524,0.502,0.0,0.662,16.6,/players/malik-rose-1.html,,,,,,,,,,,,,,,,,
1347,1993-94,Drexel,NAC,30.0,875.0,0.533,0.52,0.0,0.682,16.2,/players/malik-rose-1.html,,,,,,,,,,,,,,,,,
1348,1994-95,Drexel,NAC,30.0,984.0,0.602,0.563,0.008,0.555,17.4,/players/malik-rose-1.html,,,,,,,,,,,,,,,,,
1349,1995-96,Drexel,NAC,31.0,972.0,0.641,0.605,0.057,0.693,15.1,/players/malik-rose-1.html,,4.7,4.4,9.1,0.373,,,,,,,,,,,,
1350,2002-03,Washington,Pac-10,13.0,224.0,0.509,0.508,0.167,0.617,18.8,/players/brandon-roy-1.html,2.0,0.2,0.3,0.5,0.081,,,,,9.6,11.2,,0.9,20.0,,,
1351,2003-04,Washington,Pac-10,31.0,938.0,0.549,0.49,0.09,0.45,18.7,/players/brandon-roy-1.html,31.0,1.6,1.1,2.6,0.112,,,,,9.9,19.5,,0.8,21.7,,,
1352,2004-05,Washington,Pac-10,26.0,629.0,0.609,0.58,0.086,0.366,12.8,/players/brandon-roy-1.html,5.0,2.0,1.2,3.2,0.204,,,,,11.7,16.1,,1.0,22.3,,,
1353,2005-06,Washington,Pac-10,33.0,1046.0,0.606,0.551,0.216,0.47,12.0,/players/brandon-roy-1.html,33.0,4.1,2.9,7.0,0.269,,,,,10.5,25.1,,1.8,27.5,,,
1354,2005-06,Kansas,Big 12,33.0,1047.0,0.565,0.543,0.295,0.198,17.4,/players/brandon-rush-1.html,33.0,2.3,2.5,4.8,0.182,,,,,10.1,11.8,,1.5,21.8,,,
1355,2006-07,Kansas,Big 12,38.0,1234.0,0.554,0.532,0.414,0.276,14.1,/players/brandon-rush-1.html,38.0,2.3,2.8,5.0,0.163,,,,,9.6,10.8,,2.0,21.7,,,
1356,2007-08,Kansas,Big 12,38.0,1127.0,0.557,0.531,0.461,0.208,13.2,/players/brandon-rush-1.html,30.0,2.3,2.8,5.1,0.18,,,,,,,,,,,,
1357,2014-15,Ohio State,Big Ten,35.0,1188.0,0.573,0.541,0.449,0.303,14.8,/players/dangelo-russell-1.html,34.0,4.4,2.4,6.8,0.229,26.6,671.0,3.6,15.4,9.8,30.1,2.8,1.1,30.2,8.6,3.3,11.9
1358,2014-15,Gonzaga,WCC,38.0,822.0,0.675,0.668,0.0,0.548,17.7,/players/domantas-sabonis-1.html,1.0,2.9,1.9,4.8,0.235,24.7,355.0,13.3,23.7,19.1,7.5,1.3,1.5,21.5,3.6,2.0,5.5
1359,2015-16,Gonzaga,WCC,36.0,1149.0,0.654,0.618,0.036,0.499,16.0,/players/domantas-sabonis-1.html,31.0,4.6,2.8,7.5,0.26,29.3,616.0,11.7,28.3,20.7,11.3,1.1,2.7,25.5,5.7,2.5,8.2
1360,1982-83,Georgia Tech,ACC,27.0,829.0,0.548,,,0.773,19.6,/players/john-salley-1.html,27.0,,,,,,,,,,,,,,,,
1361,1983-84,Georgia Tech,ACC,29.0,992.0,0.616,,,0.617,22.6,/players/john-salley-1.html,29.0,,,,,,,,,,,,,,,,
1362,1984-85,Georgia Tech,ACC,35.0,1231.0,0.635,,,0.536,20.1,/players/john-salley-1.html,35.0,,,,,,,,,12.8,14.6,,4.7,,,,
1363,1985-86,Georgia Tech,ACC,34.0,1145.0,0.61,,,0.599,,/players/john-salley-1.html,34.0,,,,,,,,,,,,,,,,
1364,1998-99,USC,Pac-10,28.0,869.0,0.587,0.533,0.021,0.455,22.0,/players/brian-scalabrine-1.html,28.0,2.4,1.5,3.9,0.179,,,,,,,,,,,,
1365,1999-00,USC,Pac-10,30.0,1052.0,0.593,0.564,0.162,0.377,19.6,/players/brian-scalabrine-1.html,30.0,3.2,1.6,4.8,0.184,,,,,,,,,,,,
1366,2000-01,USC,Pac-10,34.0,1116.0,0.566,0.506,0.182,0.459,19.1,/players/brian-scalabrine-1.html,33.0,2.4,1.9,4.3,0.153,,,,,,,,,,,,
1367,1981-82,Washington,Pac-10,28.0,314.0,0.483,,,0.644,18.8,/players/detlef-schrempf-1.html,,,,,,,,,,,,,,,,,
1368,1982-83,Washington,Pac-10,31.0,958.0,0.515,,,0.425,19.2,/players/detlef-schrempf-1.html,,,,,,,,,,,,,,,,,
1369,1983-84,Washington,Pac-10,31.0,1186.0,0.583,,,0.492,16.6,/players/detlef-schrempf-1.html,31.0,,,,,,,,,,,,,,,,
1370,1984-85,Washington,Pac-10,32.0,1180.0,0.596,,,0.512,21.4,/players/detlef-schrempf-1.html,,,,,,,,,,,,,,,,,
1371,1987-88,Georgia Tech,ACC,32.0,1113.0,0.567,0.56,0.506,0.134,12.6,/players/dennis-scott-1.html,31.0,,,,,,,,,,,,,,,,
1372,1988-89,Georgia Tech,ACC,32.0,1205.0,0.581,0.557,0.57,0.189,11.6,/players/dennis-scott-1.html,32.0,,,,,,,,,,,,,,,,
1373,1989-90,Georgia Tech,ACC,35.0,1368.0,0.593,0.56,0.458,0.281,9.9,/players/dennis-scott-1.html,35.0,,,,,,,,,,,,,,,,
1374,1984-85,Syracuse,Big East,31.0,775.0,0.552,,,0.588,18.4,/players/rony-seikaly-1.html,31.0,,,,,,,,,,,,,,,,
1375,1985-86,Syracuse,Big East,32.0,875.0,0.558,,,0.637,17.6,/players/rony-seikaly-1.html,32.0,,,,,,,,,,,,,,,,
1376,1986-87,Syracuse,Big East,38.0,1030.0,0.583,0.568,0.003,0.618,13.2,/players/rony-seikaly-1.html,35.0,,,,,,,,,,,,,,,,
1377,1987-88,Syracuse,Big East,35.0,1084.0,0.573,0.566,0.0,0.608,14.9,/players/rony-seikaly-1.html,35.0,,,,,,,,,,,,,,,,
1378,2017-18,Alabama,SEC,33.0,987.0,0.567,0.498,0.299,0.575,14.2,/players/collin-sexton-1.html,32.0,3.2,1.2,4.4,0.177,23.5,622.0,4.1,9.8,7.0,27.8,1.6,0.3,32.9,5.8,1.1,6.9
1379,2015-16,Wichita State,MVC,3.0,53.0,0.599,0.531,0.625,0.75,8.4,/players/landry-shamet-1.html,1.0,0.2,0.2,0.4,0.298,27.8,26.0,6.2,11.3,8.7,19.5,5.7,2.5,23.1,4.6,10.5,15.1
1380,2016-17,Wichita State,MVC,36.0,961.0,0.629,0.598,0.573,0.301,10.7,/players/landry-shamet-1.html,35.0,3.4,2.0,5.5,0.227,20.3,402.0,2.6,8.8,5.8,22.2,1.6,0.9,18.8,5.8,3.1,8.8
1381,2017-18,Wichita State,AAC,32.0,1015.0,0.655,0.622,0.603,0.327,15.5,/players/landry-shamet-1.html,32.0,3.8,1.1,4.9,0.195,21.4,476.0,1.6,9.7,5.8,28.8,1.3,0.7,20.7,7.3,1.3,8.6
1382,1983-84,Saint Mary's,WCAC,14.0,129.0,0.444,,,0.528,21.0,/players/brian-shaw-1.html,0.0,,,,,,,,,,,,,,,,
1383,1984-85,Saint Mary's,WCAC,27.0,976.0,0.448,,,0.309,25.2,/players/brian-shaw-1.html,26.0,,,,,,,,,,,,,,,,
1384,1986-87,UCSB,PCAA,29.0,1013.0,0.493,0.465,0.146,0.229,26.0,/players/brian-shaw-1.html,28.0,,,,,,,,,,,,,,,,
1385,1987-88,UCSB,PCAA,30.0,1073.0,0.54,0.506,0.228,0.296,20.4,/players/brian-shaw-1.html,30.0,,,,,,,,,,,,,,,,
1386,2008-09,Georgia Tech,ACC,31.0,981.0,0.495,0.45,0.376,0.483,25.8,/players/iman-shumpert-1.html,31.0,0.7,1.6,2.3,0.094,,,,,6.6,29.1,,0.5,21.3,,,
1387,2009-10,Georgia Tech,ACC,30.0,904.0,0.489,0.454,0.411,0.278,23.1,/players/iman-shumpert-1.html,29.0,0.7,1.8,2.5,0.111,13.9,326.0,3.4,9.0,6.4,24.5,3.6,0.6,21.0,,,
1388,2010-11,Georgia Tech,ACC,31.0,992.0,0.517,0.454,0.346,0.401,12.2,/players/iman-shumpert-1.html,31.0,2.8,2.1,4.9,0.196,25.4,528.0,5.7,16.4,10.6,25.7,5.0,0.7,29.1,5.4,4.2,9.6
1389,2014-15,New Mexico State,WAC,34.0,1048.0,0.614,0.572,0.007,0.472,15.3,/players/pascal-siakam-1.html,27.0,3.5,2.4,5.9,0.225,26.1,428.0,13.5,17.8,15.7,10.0,1.7,5.9,21.2,3.8,1.8,5.5
1390,2015-16,New Mexico State,WAC,34.0,1176.0,0.569,0.542,0.029,0.396,10.0,/players/pascal-siakam-1.html,34.0,4.4,3.4,7.8,0.266,31.6,650.0,13.4,23.6,18.8,12.1,1.7,6.5,29.1,5.5,2.7,8.2
1391,2001-02,Kansas,Big 12,32.0,490.0,0.594,0.553,0.0,0.469,13.4,/players/wayne-simien-1.html,0.0,1.3,1.5,2.8,0.232,,,,,,,,,,,,
1392,2002-03,Kansas,Big 12,16.0,390.0,0.658,0.646,0.0,0.463,10.0,/players/wayne-simien-1.html,12.0,1.8,1.2,3.0,0.308,,,,,,,,,,,,
1393,2003-04,Kansas,Big 12,32.0,1045.0,0.6,0.535,0.029,0.548,13.0,/players/wayne-simien-1.html,31.0,3.6,2.5,6.0,0.231,,,,,15.3,7.8,,1.9,25.1,,,
1394,2004-05,Kansas,Big 12,26.0,892.0,0.616,0.558,0.04,0.503,12.3,/players/wayne-simien-1.html,26.0,3.6,2.0,5.7,0.255,,,,,18.2,9.1,,1.3,27.6,,,
1395,2015-16,LSU,SEC,33.0,1151.0,0.6,0.561,0.008,0.769,17.4,/players/ben-simmons-1.html,32.0,3.9,2.1,6.0,0.207,29.0,674.0,9.6,26.8,18.2,27.4,3.1,2.5,26.4,7.0,3.3,10.3
1396,1998-99,DePaul,CUSA,31.0,949.0,0.489,0.425,0.373,0.387,20.4,/players/bobby-simmons-1.html,31.0,0.7,1.7,2.3,0.097,,,,,,,,,,,,
1397,1999-00,DePaul,CUSA,33.0,1009.0,0.565,0.508,0.289,0.513,18.2,/players/bobby-simmons-1.html,33.0,2.4,2.5,4.9,0.192,,,,,,,,,,,,
1398,2000-01,DePaul,CUSA,29.0,981.0,0.594,0.539,0.495,0.465,12.9,/players/bobby-simmons-1.html,28.0,2.9,1.0,3.9,0.16,,,,,,,,,,,,
1399,1986-87,La Salle,MAAC,33.0,1254.0,0.569,0.528,0.012,0.372,13.4,/players/lionel-simmons-1.html,33.0,,,,,,,,,,,,,,,,
1400,1987-88,La Salle,MAAC,34.0,1326.0,0.538,0.486,0.013,0.423,12.0,/players/lionel-simmons-1.html,34.0,,,,,,,,,,,,,,,,
1401,1988-89,La Salle,MAAC,32.0,1245.0,0.539,0.502,0.078,0.372,9.9,/players/lionel-simmons-1.html,32.0,,,,,,,,,,,,,,,,
1402,1989-90,La Salle,MAAC,32.0,1220.0,0.559,0.537,0.1,0.338,10.7,/players/lionel-simmons-1.html,32.0,,,,,,,,,,,,,,,,
1403,1990-91,Providence,Big East,32.0,697.0,0.533,0.503,0.055,0.601,16.9,/players/dickey-simpkins-1.html,,,,,,,,,,,,,,,,,
1404,1991-92,Providence,Big East,30.0,793.0,0.556,0.494,0.022,0.707,25.1,/players/dickey-simpkins-1.html,,,,,,,,,,,,,,,,,
1405,1992-93,Providence,Big East,33.0,976.0,0.494,0.452,0.011,0.657,18.7,/players/dickey-simpkins-1.html,,,,,,,,,,,,,,,,,
1406,1993-94,Providence,Big East,30.0,877.0,0.563,0.522,0.036,0.548,15.3,/players/dickey-simpkins-1.html,29.0,,,,,,,,,,,,,,,,
1407,2007-08,Duke,ACC,34.0,972.0,0.566,0.53,0.431,0.305,15.8,/players/kyle-singler-1.html,34.0,2.0,2.6,4.6,0.19,,,,,11.1,9.1,,1.7,22.5,,,
1408,2008-09,Duke,ACC,37.0,1193.0,0.549,0.514,0.381,0.369,14.2,/players/kyle-singler-1.html,36.0,2.7,4.1,6.8,0.227,,,,,13.6,15.6,,2.5,26.2,,,
1409,2009-10,Duke,ACC,40.0,1436.0,0.545,0.492,0.387,0.378,10.9,/players/kyle-singler-1.html,40.0,5.1,3.0,8.2,0.228,23.0,674.0,7.0,14.6,10.9,13.5,1.7,2.2,25.0,,,
1410,2010-11,Duke,ACC,37.0,1286.0,0.536,0.491,0.379,0.305,10.7,/players/kyle-singler-1.html,37.0,3.7,2.5,6.1,0.191,20.0,598.0,8.0,13.3,10.8,8.8,1.5,0.8,24.7,4.6,1.8,6.4
1411,1982-83,Michigan State,Big Ten,30.0,1023.0,0.578,0.537,0.175,0.29,26.4,/players/scott-skiles-1.html,27.0,,,,,,,,,,,,,,,,
1412,1983-84,Michigan State,Big Ten,28.0,983.0,0.539,,,0.373,23.6,/players/scott-skiles-1.html,28.0,,,,,,,,,4.0,26.4,,0.0,,,,
1413,1984-85,Michigan State,Big Ten,29.0,1107.0,0.542,,,0.271,18.3,/players/scott-skiles-1.html,29.0,,,,,,,,,,,,,,,,
1414,1985-86,Michigan State,Big Ten,31.0,1172.0,0.61,,,0.349,12.9,/players/scott-skiles-1.html,31.0,,,,,,,,,,,,,,,,
1415,2012-13,Oklahoma State,Big 12,33.0,1106.0,0.532,0.455,0.35,0.575,18.9,/players/marcus-smart-1.html,32.0,2.5,2.9,5.4,0.195,24.0,537.0,5.4,15.3,10.3,26.8,5.3,2.2,27.2,4.7,6.2,10.8
1416,2013-14,Oklahoma State,Big 12,31.0,1014.0,0.552,0.486,0.425,0.648,14.0,/players/marcus-smart-1.html,31.0,3.1,2.5,5.6,0.22,26.9,589.0,5.1,14.9,10.2,30.1,5.0,1.9,29.2,6.5,5.5,12.0
1417,1984-85,Pitt,Big East,29.0,956.0,0.566,,,0.581,13.1,/players/charles-smith-1.html,29.0,,,,,,,,,,,,,,,,
1418,1985-86,Pitt,Big East,29.0,1077.0,0.471,,,0.422,10.8,/players/charles-smith-1.html,29.0,,,,,,,,,,,,,,,,
1419,1986-87,Pitt,Big East,33.0,1050.0,0.614,0.55,0.0,0.841,12.4,/players/charles-smith-1.html,33.0,,,,,,,,,,,,,,,,
1420,1987-88,Pitt,Big East,31.0,1020.0,0.613,0.562,0.029,0.561,12.3,/players/charles-smith-1.html,31.0,,,,,,,,,,,,,,,,
1421,1984-85,Pitt,Big East,29.0,956.0,0.566,,,0.581,13.1,/players/charles-smith-1.html,29.0,,,,,,,,,,,,,,,,
1422,1985-86,Pitt,Big East,29.0,1077.0,0.471,,,0.422,10.8,/players/charles-smith-1.html,29.0,,,,,,,,,,,,,,,,
1423,1986-87,Pitt,Big East,33.0,1050.0,0.614,0.55,0.0,0.841,12.4,/players/charles-smith-1.html,33.0,,,,,,,,,,,,,,,,
1424,1987-88,Pitt,Big East,31.0,1020.0,0.613,0.562,0.029,0.561,12.3,/players/charles-smith-1.html,31.0,,,,,,,,,,,,,,,,
1425,2002-03,Boston College,Big East,31.0,989.0,0.627,0.606,0.038,0.485,13.1,/players/craig-smith-1.html,28.0,4.0,1.6,5.6,0.226,,,,,,,,,,,,
1426,2003-04,Boston College,Big East,34.0,1117.0,0.568,0.561,0.045,0.407,11.4,/players/craig-smith-1.html,34.0,3.1,3.2,6.4,0.228,,,,,14.9,10.7,,1.9,26.8,,,
1427,2004-05,Boston College,Big East,29.0,1004.0,0.543,0.51,0.052,0.424,11.9,/players/craig-smith-1.html,29.0,2.1,2.6,4.7,0.188,,,,,14.0,11.3,,0.9,27.2,,,
1428,2005-06,Boston College,ACC,36.0,1305.0,0.595,0.574,0.028,0.535,14.3,/players/craig-smith-1.html,36.0,3.9,2.8,6.7,0.205,,,,,,,,,,,,
1429,2016-17,NC State,ACC,32.0,1114.0,0.563,0.52,0.364,0.476,17.3,/players/dennis-smithjr-1.html,32.0,3.1,0.9,4.0,0.142,23.1,621.0,2.7,11.5,7.3,34.2,3.1,1.2,27.2,5.4,1.1,6.5
1430,1993-94,Maryland,ACC,30.0,988.0,0.578,0.524,0.013,0.58,10.5,/players/joe-smith-1.html,30.0,,,,,,,,,,,,,,,,
1431,1994-95,Maryland,ACC,34.0,1110.0,0.634,0.588,0.05,0.665,11.4,/players/joe-smith-1.html,34.0,,,,,,,,,,,,,,,,
1432,1993-94,Maryland,ACC,30.0,988.0,0.578,0.524,0.013,0.58,10.5,/players/joe-smith-1.html,30.0,,,,,,,,,,,,,,,,
1433,1994-95,Maryland,ACC,34.0,1110.0,0.634,0.588,0.05,0.665,11.4,/players/joe-smith-1.html,34.0,,,,,,,,,,,,,,,,
1434,1983-84,UNC,ACC,23.0,667.0,0.564,,,0.344,27.6,/players/kenny-smith-1.html,,,,,,,,,,,,,,,,,
1435,1984-85,UNC,ACC,36.0,1350.0,0.572,,,0.341,20.8,/players/kenny-smith-1.html,,,,,,,,,,,,,,,,,
1436,1985-86,UNC,ACC,34.0,1109.0,0.559,,,0.311,20.8,/players/kenny-smith-1.html,34.0,,,,,,,,,,,,,,,,
1437,1986-87,UNC,ACC,34.0,1092.0,0.63,0.607,0.514,0.213,18.6,/players/kenny-smith-1.html,34.0,,,,,,,,,,,,,,,,
1438,1987-88,Michigan State,Big Ten,28.0,812.0,0.543,0.496,0.129,0.392,21.2,/players/steve-smith-1.html,26.0,,,,,,,,,,,,,,,,
1439,1988-89,Michigan State,Big Ten,33.0,1168.0,0.547,0.502,0.139,0.372,15.5,/players/steve-smith-1.html,,,,,,,,,,,,,,,,,
1440,1989-90,Michigan State,Big Ten,31.0,1081.0,0.6,0.577,0.221,0.377,17.7,/players/steve-smith-1.html,29.0,,,,,,,,,,,,,,,,
1441,1990-91,Michigan State,Big Ten,30.0,1134.0,0.574,0.532,0.286,0.33,13.2,/players/steve-smith-1.html,,,,,,,,,,,,,,,,,
1442,1987-88,Michigan State,Big Ten,28.0,812.0,0.543,0.496,0.129,0.392,21.2,/players/steve-smith-1.html,26.0,,,,,,,,,,,,,,,,
1443,1988-89,Michigan State,Big Ten,33.0,1168.0,0.547,0.502,0.139,0.372,15.5,/players/steve-smith-1.html,,,,,,,,,,,,,,,,,
1444,1989-90,Michigan State,Big Ten,31.0,1081.0,0.6,0.577,0.221,0.377,17.7,/players/steve-smith-1.html,29.0,,,,,,,,,,,,,,,,
1445,1990-91,Michigan State,Big Ten,30.0,1134.0,0.574,0.532,0.286,0.33,13.2,/players/steve-smith-1.html,,,,,,,,,,,,,,,,,
1446,1987-88,Michigan State,Big Ten,28.0,812.0,0.543,0.496,0.129,0.392,21.2,/players/steve-smith-1.html,26.0,,,,,,,,,,,,,,,,
1447,1988-89,Michigan State,Big Ten,33.0,1168.0,0.547,0.502,0.139,0.372,15.5,/players/steve-smith-1.html,,,,,,,,,,,,,,,,,
1448,1989-90,Michigan State,Big Ten,31.0,1081.0,0.6,0.577,0.221,0.377,17.7,/players/steve-smith-1.html,29.0,,,,,,,,,,,,,,,,
1449,1990-91,Michigan State,Big Ten,30.0,1134.0,0.574,0.532,0.286,0.33,13.2,/players/steve-smith-1.html,,,,,,,,,,,,,,,,,
1450,1984-85,Marist,ECACM,29.0,776.0,0.574,,,0.446,15.0,/players/rik-smits-1.html,21.0,,,,,,,,,,,,,,,,
1451,1985-86,Marist,ECACM,30.0,870.0,0.638,,,0.415,,/players/rik-smits-1.html,,,,,,,,,,,,,,,,,
1452,1986-87,Marist,ECACM,21.0,634.0,0.641,0.609,0.0,0.585,12.2,/players/rik-smits-1.html,,,,,,,,,,,,,,,,,
1453,1987-88,Marist,ECACM,27.0,861.0,0.654,0.623,0.005,0.561,13.6,/players/rik-smits-1.html,27.0,,,,,,,,,,,,,,,,
1454,1981-82,Canisius,ECACN,22.0,311.0,0.453,,,0.259,31.6,/players/mike-smrek-1.html,12.0,,,,,,,,,,,,,,,,
1455,1982-83,Canisius,ECACN,28.0,560.0,0.478,,,0.491,28.5,/players/mike-smrek-1.html,22.0,,,,,,,,,,,,,,,,
1456,1983-84,Canisius,ECACN,30.0,829.0,0.629,,,0.397,20.2,/players/mike-smrek-1.html,,,,,,,,,,,,,,,,,
1457,1984-85,Canisius,ECACN,28.0,812.0,0.619,,,0.517,17.8,/players/mike-smrek-1.html,,,,,,,,,,,,,,,,,
1458,1991-92,Michigan State,Big Ten,25.0,144.0,0.42,0.48,0.08,0.6,38.4,/players/eric-snow-1.html,1.0,,,,,,,,,,,,,,,,
1459,1992-93,Michigan State,Big Ten,28.0,798.0,0.489,0.546,0.052,0.577,35.8,/players/eric-snow-1.html,27.0,,,,,,,,,,,,,,,,
1460,1993-94,Michigan State,Big Ten,32.0,992.0,0.542,0.551,0.254,0.277,30.0,/players/eric-snow-1.html,31.0,,,,,,,,,,,,,,,,
1461,1994-95,Michigan State,Big Ten,28.0,916.0,0.554,0.536,0.107,0.453,23.9,/players/eric-snow-1.html,28.0,,,,,,,,,,,,,,,,
1462,2006-07,Florida,SEC,33.0,189.0,0.675,0.671,0.0,0.353,14.6,/players/marreese-speights-1.html,0.0,1.1,0.9,2.0,0.425,,,,,,,,,,,,
1463,2007-08,Florida,SEC,36.0,874.0,0.64,0.624,0.0,0.376,13.2,/players/marreese-speights-1.html,36.0,3.8,3.1,6.8,0.313,,,,,,,,,,,,
1464,1986-87,Louisville,Metro,31.0,356.0,0.542,0.551,0.0,0.833,24.3,/players/felton-spencer-1.html,1.0,,,,,,,,,,,,,,,,
1465,1987-88,Louisville,Metro,35.0,532.0,0.613,0.592,0.0,0.726,15.3,/players/felton-spencer-1.html,,,,,,,,,,,,,,,,,
1466,1988-89,Louisville,Metro,33.0,581.0,0.659,0.607,0.0,0.964,19.0,/players/felton-spencer-1.html,4.0,,,,,,,,,,,,,,,,
1467,1989-90,Louisville,Metro,35.0,995.0,0.7,0.681,0.0,0.739,17.8,/players/felton-spencer-1.html,35.0,,,,,,,,,,,,,,,,
1468,1990-91,Alabama,SEC,33.0,865.0,0.553,0.522,0.053,0.37,16.8,/players/latrell-sprewell-1.html,17.0,,,,,,,,,,,,,,,,
1469,1991-92,Alabama,SEC,35.0,1266.0,0.596,0.567,0.372,0.285,15.0,/players/latrell-sprewell-1.html,34.0,,,,,,,,,,,,,,,,
1470,1993-94,UNC,ACC,35.0,734.0,0.544,0.47,0.068,0.693,18.1,/players/jerry-stackhouse-1.html,1.0,,,,,,,,,12.2,16.0,,2.1,28.8,,,
1471,1994-95,UNC,ACC,34.0,1170.0,0.604,0.561,0.216,0.625,17.1,/players/jerry-stackhouse-1.html,33.0,,,,,,,,,,,,,,,,
1472,1987-88,Oklahoma State,Big 8,30.0,982.0,0.618,0.563,0.348,0.439,20.1,/players/john-starks-1.html,28.0,,,,,,,,,,,,,,,,
1473,1988-89,Michigan State,Big Ten,33.0,866.0,0.592,0.558,0.0,0.374,19.0,/players/matt-steigenga-1.html,,,,,,,,,,,,,,,,,
1474,1989-90,Michigan State,Big Ten,34.0,879.0,0.634,0.598,0.038,0.404,17.2,/players/matt-steigenga-1.html,33.0,,,,,,,,,,,,,,,,
1475,1990-91,Michigan State,Big Ten,30.0,913.0,0.575,0.548,0.092,0.355,16.7,/players/matt-steigenga-1.html,,,,,,,,,,,,,,,,,
1476,1991-92,Michigan State,Big Ten,27.0,674.0,0.551,0.521,0.204,0.384,18.1,/players/matt-steigenga-1.html,27.0,,,,,,,,,,,,,,,,
1477,2019-20,Washington,Pac-12,32.0,1031.0,0.629,0.577,0.059,0.591,14.1,/players/isaiah-stewart-2.html,32.0,3.7,2.0,5.7,0.222,26.9,510.0,10.7,19.5,15.5,6.3,0.9,7.0,24.5,5.0,2.4,7.4
