,2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,URL,eFG%
4437,0.6,0.436,1.5,0.2,0.34,0.6,,0.7,0.2,1.0,0.9,0.407,2.1,0.6,0.672,0.8,160.0,19.0,NBA,10.8,0.3,1.1,,2.5,Career,0.5,,0.5,1.3,/players/t/thornsi01.html,0.459
4438,5.5,0.548,10.0,0.0,0.047,0.1,,2.2,0.4,5.5,5.5,0.546,10.0,3.1,0.687,4.5,1257.0,989.0,NBA,31.7,2.7,3.3,,14.0,Career,0.7,,2.2,8.2,/players/t/thorpot01.html,0.546
4439,3.9,.501,7.8,0.2,.293,0.7,,3.8,0.1,1.4,4.1,.485,8.5,1.4,.815,1.7,951,304,NBA,23.6,0.4,2.3,,9.8,Career,1.2,,1.4,1.8,/players/t/threase01.html,.496
4440,,,,,,,,2.7,2.1,6.8,5.7,0.421,13.6,3.5,0.667,5.3,964.0,,NBA,37.2,2.8,2.7,,15.0,Career,0.5,,,15.0,/players/t/thurmna01.html,
4441,,,,,,,,0.3,,,2.3,0.283,8.1,1.0,0.5,2.0,14,,BAA,,,3.0,,5.6,Career,,,,,/players/t/thursme01.html,
4442,1.1,0.604,1.9,0.7,0.324,2.3,,1.1,1.0,1.4,1.9,0.45,4.1,0.3,0.657,0.5,196,72,NBA,21.8,0.6,2.2,,4.8,Career,1.6,,0.6,1.9,/players/t/thybuma01.html,0.54
4443,,,,,,,,1.7,,,3.2,0.315,10.1,2.7,0.8,3.4,61.0,,BAA,,,3.1,,9.0,Career,,,,,/players/t/tidriha01.html,
4444,,,,,,,,0.9,,,0.5,0.263,2.0,0.1,0.4,0.3,29,,NBA,6.1,,0.6,,1.2,Career,,,,0.8,/players/t/tiemada01.html,
4445,0.5,0.385,1.2,0.7,0.311,2.2,,0.6,0.4,1.1,1.1,0.337,3.4,0.3,0.737,0.4,54,4,NBA,11.9,0.5,1.4,,3.2,Career,0.5,,0.3,1.6,/players/t/tilliki02.html,0.438
4446,1.5,0.426,3.5,0.0,0.0,0.0,,0.3,0.7,1.6,1.5,0.423,3.5,0.5,0.626,0.7,124.0,5.0,NBA,10.1,0.9,2.0,,3.4,Career,0.2,,0.6,2.5,/players/t/tillida01.html,0.423
4447,2.1,0.581,3.6,0.3,0.281,1.0,,1.2,0.4,2.5,2.4,0.515,4.6,0.7,0.645,1.1,112,14,NBA,15.9,1.3,1.6,,5.7,Career,0.8,,0.7,3.7,/players/t/tillmxa01.html,0.546
4448,,,,,,,,0.2,,,0.9,0.259,3.7,0.4,0.515,0.8,39.0,,BAA,,,1.2,,2.3,Career,,,,,/players/t/tinglja01.html,
4449,1.8,.434,4.1,0.0,.200,0.2,,0.9,,1.6,1.8,.422,4.4,1.6,.743,2.1,133,,ABA,14.0,1.3,2.0,,5.3,Career,,,0.9,2.9,/players/t/tinslge01.html,.427
4450,2.5,.432,5.8,0.7,.299,2.4,,6.1,0.3,2.3,3.2,.393,8.2,1.3,.716,1.9,547,404,NBA,26.4,0.6,2.4,,8.5,Career,1.4,,2.5,2.9,/players/t/tinslja01.html,.437
4451,6.4,0.506,12.6,0.0,0.0,0.0,,1.3,0.6,4.2,6.4,0.505,12.6,2.6,0.76,3.4,840.0,534.0,NBA,28.4,1.9,3.3,,15.3,Career,0.6,,1.7,6.1,/players/t/tisdawa01.html,0.505
4452,0.5,0.25,2.0,0.0,,0.0,,0.5,0.0,0.5,0.5,0.25,2.0,0.0,,0.0,2,0,NBA,12.5,1.0,1.0,,1.0,Career,0.0,,0.5,1.5,/players/t/tobeymi01.html,0.25
4453,0.3,0.3,0.8,0.3,0.25,1.3,,0.3,0.2,0.8,0.6,0.269,2.2,0.2,0.333,0.5,12,0,NBA,6.2,0.3,0.3,,1.7,Career,0.3,,0.3,1.0,/players/t/toddis01.html,0.346
4454,,,,,,,,2.9,,,3.7,0.309,12.0,3.6,0.711,5.1,131.0,,NBA,,,3.3,,11.0,Career,,,,6.9,/players/t/todormi01.html,
4455,1.5,.499,3.0,0.0,.000,0.0,,0.5,0.4,1.5,1.5,.495,3.1,0.5,.544,1.0,261,2,NBA,10.7,0.8,1.6,,3.6,Career,0.3,,0.8,2.3,/players/t/tolbera01.html,.495
4456,2.3,0.47,5.0,0.1,0.296,0.3,,0.9,0.3,2.7,2.4,0.46,5.3,1.6,0.716,2.2,312.0,120.0,NBA,18.2,1.3,2.4,,6.5,Career,0.4,,1.1,4.0,/players/t/tolbeto01.html,0.468
4457,0.8,0.493,1.7,1.2,0.373,3.2,,0.9,0.3,2.6,2.0,0.414,4.8,0.9,0.771,1.2,730.0,105.0,NBA,19.4,0.7,1.6,,6.1,Career,0.4,,0.6,3.3,/players/t/tollian01.html,0.537
4458,,,,,,,,0.4,0.3,1.2,1.9,.546,3.5,1.2,.545,2.2,80,,NBA,8.5,1.1,1.2,,5.0,Career,0.5,,1.0,2.2,/players/t/tolsode01.html,
4459,7.3,0.504,14.5,0.3,0.262,1.1,,2.0,0.3,5.2,7.3,0.501,14.6,2.7,0.784,3.5,768,,NBA,33.5,2.2,2.5,,17.4,Career,0.7,,1.6,8.1,/players/t/tomjaru01.html,0.502
4460,5.8,0.512,11.4,0.3,0.342,0.9,,4.2,0.2,1.7,6.1,0.5,12.2,3.4,0.797,4.3,468,303,NBA,26.9,0.5,2.9,,15.9,Career,0.8,,3.0,2.2,/players/t/toneyan01.html,0.512
4461,1.0,.372,2.6,0.3,.341,0.8,,2.1,0.0,0.7,1.2,.365,3.4,0.9,.781,1.1,112,9,NBA,12.6,0.2,1.4,,3.7,Career,0.4,,1.0,0.9,/players/t/toneyse01.html,.406
4462,,,,,,,,0.6,,,1.1,0.268,4.2,0.4,0.667,0.5,17,,BAA,,,0.7,,2.6,Career,,,,,/players/t/tonkoan01.html,
4463,0.7,.422,1.7,0.3,.341,0.7,,0.5,0.0,0.7,1.0,.397,2.4,0.5,.757,0.6,60,15,NBA,8.7,0.5,1.2,,2.7,Career,0.2,,0.4,1.2,/players/t/toolsan01.html,.449
4464,,,,,,,,0.9,,,2.3,0.376,6.0,2.2,0.691,3.1,131.0,,TOT,,,2.7,,6.7,Career,,,,,/players/t/toomaja01.html,
4465,1.0,0.386,2.5,0.0,0.143,0.3,,0.5,0.2,1.0,1.0,0.359,2.8,0.3,0.8,0.4,23,,NBA,5.4,0.5,0.9,,2.4,Career,0.2,,0.7,1.5,/players/t/toonebe01.html,0.367
4466,2.1,0.647,3.2,0.6,0.307,1.9,,0.8,0.4,2.3,2.6,0.521,5.1,0.8,0.753,1.1,134,10,NBA,14.3,0.7,1.2,,6.7,Career,0.3,,0.6,3.0,/players/t/toppiob01.html,0.578
4467,,,,,,,,0.7,,,2.4,0.246,9.9,1.9,0.771,2.5,147.0,,BAA,,,3.0,,6.8,Career,,,,,/players/t/torgoir01.html,
4468,,,,,,,,0.9,,,1.9,.411,4.6,0.6,.579,1.0,271,,NBA,11.9,,2.0,,4.4,Career,,,,4.1,/players/t/tormobu01.html,
4469,1.3,0.45,2.9,0.5,0.317,1.7,,0.5,0.1,1.0,1.8,0.401,4.6,1.2,0.768,1.5,82.0,13.0,NBA,14.4,0.6,0.9,,5.4,Career,0.4,,0.7,1.6,/players/t/torreos01.html,0.459
4470,1.4,0.63,2.2,0.5,0.361,1.5,,2.2,0.3,2.8,1.9,0.523,3.6,0.5,0.613,0.8,139,28,NBA,17.1,0.5,1.8,,4.8,Career,0.7,,1.0,3.3,/players/t/toscaju01.html,0.595
4471,,,,,,,,3.3,,,3.1,0.315,9.9,2.9,0.793,3.7,203.0,,NBA,31.2,,3.2,,9.2,Career,,,,3.0,/players/t/toshebi01.html,
4472,,,,,,,,1.7,,,2.8,0.278,9.9,1.5,0.713,2.2,82.0,,TOT,,,1.7,,7.1,Career,,,,,/players/t/toughbo01.html,
4473,0.6,0.432,1.3,0.5,0.326,1.4,,0.6,0.3,0.9,1.0,0.378,2.7,0.5,0.75,0.7,33.0,1.0,NBA,12.5,0.2,1.6,,3.1,Career,0.3,,0.2,1.2,/players/t/toupaax01.html,0.461
4474,1.0,0.433,2.4,0.1,0.214,0.7,,1.9,0.0,0.7,1.1,0.404,2.8,0.5,0.783,0.6,115,,TOT,8.6,0.1,1.3,,2.8,Career,0.5,,1.3,0.8,/players/t/towemo01.html,0.418
4475,0.7,0.433,1.7,0.0,0.0,0.0,,0.1,0.2,0.8,0.7,0.429,1.7,0.4,0.556,0.7,53.0,2.0,NBA,7.8,0.5,1.3,,1.8,Career,0.1,,0.4,1.3,/players/t/towerke01.html,0.429
4476,,,,,,,,2.4,,,3.3,0.293,11.3,2.7,0.748,3.6,128.0,,TOT,,,3.8,,9.4,Career,,,,,/players/t/towerbl01.html,
4477,1.7,0.448,3.7,0.2,0.36,0.4,,0.5,0.1,0.6,1.8,0.44,4.1,0.5,0.75,0.7,60.0,0.0,NBA,9.1,0.5,1.4,,4.3,Career,0.3,,0.6,1.1,/players/t/towneli01.html,0.458
4478,7.0,0.571,12.2,1.6,0.397,4.1,,3.1,1.4,8.3,8.6,0.527,16.2,4.4,0.833,5.3,482,482,NBA,34.2,3.0,3.4,,23.2,Career,0.8,,2.7,11.3,/players/t/townska01.html,0.577
4479,2.0,.423,4.6,0.1,.171,0.4,,1.4,0.1,0.7,2.0,.411,4.9,0.8,.703,1.1,154,0,NBA,13.1,0.3,1.3,,4.8,Career,0.6,,0.8,1.0,/players/t/townsra01.html,.415
4480,,,,,,,,1.0,0.3,2.4,3.7,0.444,8.4,1.4,0.752,1.8,379.0,,NBA,18.1,1.0,2.7,,8.8,Career,0.5,,,3.9,/players/t/trappge01.html,
4481,3.0,0.421,7.1,0.0,0.0,0.1,,1.0,,1.9,3.0,0.42,7.1,1.3,0.717,1.8,303.0,,TOT,17.3,1.1,3.1,,7.2,Career,,,1.0,4.4,/players/t/trappjo01.html,0.42
4482,1.9,0.478,4.0,0.0,0.167,0.1,,0.7,0.7,2.2,1.9,0.474,4.1,0.9,0.577,1.6,438.0,73.0,NBA,14.3,1.5,2.5,,4.8,Career,0.6,,0.9,3.7,/players/t/traylro01.html,0.475
4483,3.5,0.507,7.0,0.0,0.08,0.1,,1.0,0.3,2.8,3.5,0.501,7.1,1.5,0.643,2.4,506.0,130.0,NBA,19.5,1.7,2.2,,8.6,Career,0.4,,1.2,4.5,/players/t/trentga01.html,0.501
4484,2.4,0.447,5.4,2.4,0.389,6.2,,1.4,0.2,1.8,4.8,0.416,11.6,1.5,0.82,1.8,204.0,116.0,NBA,27.9,0.4,1.6,,13.5,Career,1.1,,0.7,2.2,/players/t/trentga02.html,0.52
4485,0.9,0.318,2.8,0.2,0.462,0.4,,0.7,0.1,0.8,1.1,0.337,3.3,0.5,0.7,0.6,31.0,0.0,NBA,8.7,0.5,0.6,,2.8,Career,0.6,,0.8,1.4,/players/t/trepaje01.html,0.366
4486,,,,,,,,1.4,,,3.4,0.451,7.6,2.3,0.693,3.3,559.0,,NBA,22.0,,3.1,,9.2,Career,,,,6.3,/players/t/tresvjo01.html,
4487,2.4,0.483,5.0,0.8,0.384,2.1,,1.7,0.2,2.1,3.2,0.454,7.1,2.4,0.801,3.0,88,4,NBA,19.9,0.4,1.7,,9.7,Career,0.4,,1.6,2.6,/players/t/trieral01.html,0.51
4488,,,,,,,,1.6,,,2.0,0.275,7.2,1.8,0.727,2.4,59.0,,TOT,,,1.9,,5.7,Career,,,,,/players/t/triptdi01.html,
4489,6.0,.479,12.6,0.2,.361,0.7,,3.0,0.2,2.5,6.3,.473,13.3,4.4,.849,5.2,707,575,NBA,29.6,1.3,2.3,,17.2,Career,1.0,,2.4,3.8,/players/t/tripuke01.html,.482
4490,1.1,0.429,2.6,0.0,,0.0,,0.1,,1.8,1.1,0.429,2.6,0.2,0.333,0.6,16,,ABA,5.4,0.6,0.6,,2.4,Career,,,0.4,2.4,/players/t/truitan01.html,0.429
4491,0.2,0.208,1.1,0.0,,0.0,,0.0,0.3,0.4,0.2,0.208,1.1,0.2,0.417,0.5,22.0,0.0,NBA,4.6,0.3,0.7,,0.7,Career,0.0,,0.5,0.7,/players/t/trybace01.html,0.208
4492,1.8,0.49,3.8,0.0,0.0,0.0,,0.3,0.7,2.5,1.8,0.49,3.8,1.1,0.657,1.6,315.0,168.0,NBA,15.9,1.4,2.2,,4.8,Career,0.2,,0.9,3.9,/players/t/tsakaja01.html,0.49
4493,,,,,,,,0.6,0.4,1.0,1.1,0.356,3.1,0.2,0.581,0.4,113.0,,NBA,10.8,0.8,1.5,,2.5,Career,0.4,,,1.8,/players/t/tschojo01.html,
4494,,,,,,,,1.1,,,2.1,0.315,6.8,1.5,0.717,2.1,157,,NBA,19.0,,2.9,,5.8,Career,,,,4.8,/players/t/tsiorlo01.html,
4495,0.9,0.332,2.6,0.3,0.235,1.1,,0.7,0.3,1.2,1.1,0.304,3.6,0.5,0.73,0.7,172.0,16.0,NBA,11.3,0.6,1.3,,2.9,Career,0.3,,0.7,1.8,/players/t/tskitni01.html,0.338
4496,4.0,0.458,8.7,0.3,0.371,0.9,,1.0,,3.7,4.1,0.456,9.0,1.8,0.727,2.5,352.0,,TOT,21.2,1.2,2.3,,10.1,Career,,,1.6,4.9,/players/t/tuckeal01.html,0.461
4497,1.3,0.453,2.9,0.2,0.294,0.7,,0.3,0.0,0.4,1.5,0.423,3.6,0.9,0.783,1.2,51.0,1.0,NBA,8.4,0.6,0.4,,4.1,Career,0.1,,0.4,1.0,/players/t/tuckeal02.html,0.451
4498,1.5,0.459,3.4,0.0,0.0,0.0,,1.1,0.2,2.0,1.5,0.457,3.4,0.8,0.614,1.3,62,13,NBA,15.8,0.7,2.1,,3.9,Career,0.7,,0.9,2.7,/players/t/tuckean01.html,0.457
4499,,,,,,,,0.5,,,1.6,0.349,4.5,0.9,0.762,1.2,99,,NBA,13.1,,2.4,,4.1,Career,,,,3.5,/players/t/tuckeji01.html,
4500,1.6,.480,3.2,1.0,.364,2.9,,1.5,0.3,4.1,2.6,.425,6.1,0.9,.748,1.2,777,581,NBA,29.0,1.5,2.5,,7.1,Career,1.1,,1.0,5.6,/players/t/tuckepj01.html,.511
4501,0.7,0.634,1.1,0.2,0.31,0.7,,0.5,0.0,0.8,0.9,0.5,1.8,1.0,0.776,1.3,39.0,0.0,NBA,7.7,0.2,0.6,,3.0,Career,0.2,,0.3,1.0,/players/t/tuckera01.html,0.564
4502,2.7,0.478,5.6,0.8,0.408,1.9,,2.0,0.1,1.3,3.4,0.461,7.4,0.6,0.754,0.8,756.0,207.0,NBA,20.7,0.7,2.1,,8.2,Career,0.9,,0.8,2.0,/players/t/tucketr01.html,0.512
4503,1.8,0.535,3.4,0.0,0.0,0.0,,1.3,1.3,2.6,1.8,0.533,3.4,1.1,0.636,1.7,473.0,105.0,NBA,17.0,1.1,2.4,,4.7,Career,0.4,,0.8,3.7,/players/t/turiaro01.html,0.533
4504,0.8,0.438,1.9,0.0,0.0,0.4,,0.3,0.1,1.2,0.8,0.368,2.2,0.3,0.625,0.5,17.0,0.0,NBA,5.3,0.8,0.8,,1.9,Career,0.2,,0.5,1.9,/players/t/turkcmi01.html,0.368
4505,2.6,0.45,5.8,1.2,0.384,3.3,,2.8,0.3,3.3,3.9,0.426,9.1,2.1,0.784,2.7,997.0,571.0,NBA,26.8,0.6,2.4,,11.1,Career,0.8,,1.6,4.0,/players/t/turkohe01.html,0.495
4506,1.7,0.439,3.9,0.1,0.237,0.3,,3.1,0.0,1.2,1.8,0.422,4.3,0.8,0.764,1.1,170.0,4.0,NBA,14.8,0.4,1.2,,4.5,Career,0.8,,1.2,1.5,/players/t/turnean01.html,0.432
4507,,,,,,,,0.6,,,2.1,0.407,5.0,1.3,0.728,1.8,294.0,,NBA,13.8,,2.1,,5.4,Career,,,,3.5,/players/t/turnebi01.html,
4508,2.1,0.437,4.7,0.0,0.152,0.1,,1.8,0.1,1.6,2.1,0.432,4.8,0.6,0.714,0.8,505.0,97.0,NBA,17.8,1.1,1.8,,4.7,Career,0.9,,0.9,2.7,/players/t/turneel01.html,0.433
4509,3.5,0.458,7.7,0.4,0.294,1.3,,3.5,0.3,4.1,3.9,0.434,9.0,1.5,0.782,1.9,705.0,295.0,NBA,26.9,0.6,2.0,,9.7,Career,0.8,,1.8,4.6,/players/t/turneev01.html,0.455
4510,1.0,1.0,1.0,0.0,,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.667,1.5,2,,ABA,10.5,,1.0,,3.0,Career,,,1.0,1.5,/players/t/turnega01.html,1.0
4511,1.2,.462,2.6,0.0,.250,0.1,,0.4,0.1,0.6,1.2,.453,2.7,0.9,.600,1.5,66,1,NBA,7.0,0.6,0.9,,3.4,Career,0.4,,0.6,1.2,/players/t/turnehe02.html,.458
4512,1.1,0.338,3.2,0.1,0.231,0.6,,1.1,,,1.2,0.321,3.9,0.6,0.489,1.1,41.0,,ABA,12.2,,1.8,,3.2,Career,,,1.1,1.8,/players/t/turnehe01.html,0.34
4513,,,,,,,,1.2,,,1.7,0.36,4.7,0.9,0.789,1.2,65,,NBA,14.2,,1.2,,4.3,Career,,,,2.4,/players/t/turneja01.html,
4514,,,,,,,,1.0,,,2.0,0.38,5.3,0.8,0.762,1.0,42,,NBA,13.5,,1.2,,4.8,Career,,,,2.0,/players/t/turneja02.html,
4515,2.4,.475,5.1,0.1,.344,0.3,,1.0,0.1,2.3,2.5,.467,5.4,0.9,.769,1.1,612,235,NBA,18.4,1.0,2.9,,6.0,Career,0.4,,1.1,3.3,/players/t/turneje01.html,.478
4516,1.0,0.439,2.3,0.0,,0.0,,0.3,0.1,1.0,1.0,0.439,2.3,0.7,0.525,1.4,42,0,NBA,8.2,0.9,1.0,,2.8,Career,0.1,,0.8,1.9,/players/t/turnejo01.html,0.439
4517,3.9,0.539,7.2,0.9,0.349,2.6,,1.2,2.3,5.3,4.8,0.489,9.8,2.2,0.768,2.9,431,398,NBA,28.7,1.4,2.9,,12.7,Career,0.7,,1.3,6.7,/players/t/turnemy01.html,0.535
4518,0.3,0.167,2.0,0.0,,0.0,,1.7,0.0,0.7,0.3,0.167,2.0,0.7,0.333,2.0,3,0,NBA,13.7,0.3,1.3,,1.3,Career,0.0,,1.0,1.0,/players/t/turnewa01.html,0.167
4519,3.6,.518,6.9,0.0,.111,0.0,,0.5,1.0,3.0,3.6,.516,7.0,1.3,.777,1.7,361,127,NBA,19.0,1.6,2.4,,8.5,Career,0.4,,1.2,4.6,/players/t/turpime01.html,.516
4520,3.1,0.532,5.8,0.0,0.245,0.2,,3.4,0.1,1.6,3.1,0.527,5.9,3.1,0.821,3.8,536.0,,TOT,24.7,0.8,2.7,,9.3,Career,1.4,,2.2,2.4,/players/t/twardda01.html,0.529
4521,,,,,,,,2.3,,,7.6,0.45,16.9,4.1,0.778,5.3,823,,NBA,31.8,,3.4,,19.2,Career,,,,6.6,/players/t/twymaja01.html,
4522,1.0,0.406,2.5,0.3,0.314,0.9,,3.2,0.0,0.9,1.3,0.381,3.4,0.6,0.7,0.9,55,8,NBA,14.7,0.2,1.1,,3.5,Career,0.7,,1.8,1.1,/players/t/tylerbj01.html,0.423
4523,1.5,0.451,3.3,0.0,0.0,0.0,,0.2,0.4,1.6,1.5,0.45,3.4,0.6,0.557,1.0,104.0,23.0,NBA,9.9,0.9,1.6,,3.6,Career,0.2,,0.7,2.6,/players/t/tylerje01.html,0.45
4524,4.4,.488,9.0,0.0,.122,0.1,,1.2,1.5,3.5,4.4,.484,9.1,1.4,.703,2.0,871,255,NBA,25.0,1.8,2.2,,10.2,Career,0.9,,1.3,5.4,/players/t/tylerte01.html,.485
4525,,,,,,,,0.9,,,3.5,0.387,9.0,1.9,0.672,2.8,348.0,,NBA,22.4,,2.8,,8.9,Career,,,,7.4,/players/t/tyrach01.html,
4526,1.0,0.308,3.3,0.3,0.2,1.3,,0.3,0.3,2.0,1.3,0.278,4.5,0.8,1.0,0.8,4,0,NBA,13.0,0.5,0.3,,3.5,Career,0.3,,0.3,2.5,/players/u/ubileed01.html,0.306
4527,1.4,0.455,3.0,0.0,0.0,0.0,,0.7,1.1,1.7,1.4,0.453,3.0,0.8,0.718,1.1,384.0,56.0,NBA,14.8,1.2,1.9,,3.5,Career,0.5,,0.6,2.9,/players/u/udohek01.html,0.453
4528,1.3,.461,2.7,0.7,.356,1.9,,1.0,0.2,2.2,1.9,.417,4.7,0.6,.705,0.8,316,80,NBA,18.1,0.7,1.7,,5.2,Career,0.7,,0.7,2.9,/players/u/udokaim01.html,.492
4529,2.7,.496,5.5,0.6,.349,1.6,,3.4,0.1,1.7,3.3,.463,7.1,1.2,.833,1.5,831,272,NBA,21.9,0.4,1.5,,8.4,Career,0.7,,1.4,2.1,/players/u/udrihbe01.html,.502
4530,1.4,0.439,3.3,0.2,0.189,0.9,,1.9,0.0,0.6,1.6,0.387,4.2,0.6,0.746,0.8,85.0,0.0,NBA,11.6,0.3,1.0,,4.0,Career,0.4,,0.8,0.9,/players/u/ukicro01.html,0.407
4531,2.5,0.439,5.7,0.5,0.28,1.7,,4.0,0.1,1.3,3.0,0.403,7.4,1.0,0.808,1.3,133.0,58.0,NBA,20.9,0.3,1.5,,7.5,Career,0.9,,1.5,1.7,/players/u/ulisty01.html,0.435
4532,4.4,0.509,8.7,0.0,0.5,0.0,,3.9,0.6,8.4,4.4,0.509,8.7,1.9,0.633,3.0,984,,NBA,36.4,3.5,2.8,,10.8,Career,1.1,,1.9,14.0,/players/u/unselwe01.html,0.509
4533,,,,,,,,1.1,,,1.4,0.351,4.1,0.9,0.909,1.0,23,,NBA,11.7,,1.8,,3.7,Career,,,,1.3,/players/u/uplinha01.html,
4534,2.1,0.477,4.4,0.1,0.237,0.5,,2.1,0.1,0.9,2.2,0.453,4.9,0.8,0.795,1.1,120.0,1.0,NBA,12.7,0.3,1.8,,5.4,Career,0.7,,1.0,1.2,/players/u/upshake01.html,0.465
4535,1.1,0.447,2.4,0.4,0.333,1.1,,0.6,0.3,1.1,1.4,0.411,3.5,0.4,0.778,0.6,16.0,0.0,NBA,10.5,0.6,0.6,,3.7,Career,0.2,,0.2,1.8,/players/u/uthofja01.html,0.464
4536,1.6,0.397,3.9,0.1,0.333,0.2,,2.2,0.2,1.3,1.6,0.395,4.1,0.7,0.587,1.3,60.0,8.0,NBA,13.5,0.8,1.0,,4.0,Career,0.5,,0.7,2.1,/players/u/uzohbe01.html,0.401
4537,3.8,0.393,9.6,0.0,0.2,0.1,,2.3,,1.7,3.8,0.39,9.8,2.3,0.754,3.0,83.0,,ABA,22.1,1.3,2.3,,9.9,Career,,,1.9,2.9,/players/v/vacenst01.html,0.391
4538,5.1,0.577,8.8,0.2,0.359,0.6,,1.2,1.0,6.6,5.3,0.563,9.5,2.5,0.785,3.2,695.0,666.0,NBA,26.1,2.8,2.9,,13.4,Career,0.4,,1.6,9.5,/players/v/valanjo01.html,0.575
4539,3.1,.443,7.1,0.1,.261,0.3,,5.0,0.1,1.6,3.2,.437,7.4,2.2,.787,2.8,620,345,NBA,23.2,0.6,2.2,,8.7,Career,1.5,,2.0,2.1,/players/v/valenda01.html,.442
4540,1.2,0.441,2.8,1.4,0.36,3.9,,1.8,0.1,3.0,2.7,0.394,6.8,0.3,0.787,0.4,256.0,45.0,NBA,18.8,0.4,1.6,,7.0,Career,0.6,,0.9,3.3,/players/v/valende01.html,0.498
4541,1.5,0.375,4.0,0.0,0.5,0.1,,0.3,0.2,0.8,1.5,0.378,4.1,0.4,0.474,0.8,24,,NBA,5.1,0.4,1.0,,3.5,Career,0.3,,0.7,1.3,/players/v/valenro01.html,0.383
4542,,,,,,,,0.8,,,1.4,0.379,3.8,0.8,0.721,1.0,100.0,,NBA,8.0,,1.0,,3.6,Career,,,,0.7,/players/v/vallejo01.html,
4543,,,,,,,,3.3,0.2,1.7,5.9,0.464,12.7,4.6,0.79,5.8,921.0,,NBA,34.5,0.7,2.8,,16.4,Career,0.9,,,4.1,/players/v/vanardi01.html,
4544,,,,,,,,2.2,0.1,2.5,5.9,0.431,13.7,3.5,0.762,4.5,929.0,,NBA,30.9,0.8,3.1,,15.3,Career,0.7,,,4.2,/players/v/vanarto01.html,
4545,3.5,0.433,8.2,1.7,0.357,4.9,,6.6,0.1,2.5,5.3,0.405,13.0,2.1,0.794,2.7,880.0,670.0,NBA,32.9,0.4,1.6,,14.4,Career,0.8,,2.1,2.9,/players/v/vanexni01.html,0.471
4546,4.9,0.466,10.4,1.0,0.361,2.9,,1.6,0.5,4.8,5.9,0.443,13.3,3.2,0.835,3.8,575.0,463.0,NBA,31.6,2.0,3.0,,16.0,Career,0.8,,2.2,6.8,/players/v/vanhoke01.html,0.482
4547,,,,,,,,7.0,0.2,3.0,4.4,0.414,10.7,2.9,0.78,3.7,746.0,,NBA,35.1,1.3,3.6,,11.8,Career,1.8,,2.1,4.8,/players/v/vanlino01.html,
4548,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,2.0,1.0,2.0,1,,ABA,2.0,0.0,1.0,,2.0,Career,0.0,,0.0,1.0,/players/v/vanzade01.html,
4549,2.4,0.429,5.5,2.3,0.382,6.0,,4.9,0.4,2.8,4.6,0.404,11.5,2.1,0.86,2.4,348,199,NBA,28.3,0.4,2.0,,13.7,Career,1.3,,1.6,3.2,/players/v/vanvlfr01.html,0.504
4550,,,,,,,,2.3,,,3.1,0.315,9.9,2.0,0.687,2.9,175.0,,TOT,16.9,,3.8,,8.3,Career,,,,3.0,/players/v/vancege01.html,
4551,0.2,0.333,0.6,0.0,0.0,0.3,,0.1,0.0,0.3,0.2,0.214,0.9,0.2,0.75,0.3,15,0,NBA,2.1,0.1,0.3,,0.6,Career,0.0,,0.0,0.4,/players/v/vandelo01.html,0.214
4552,2.2,0.607,3.6,0.0,0.143,0.1,,1.1,0.6,4.1,2.2,0.591,3.8,0.9,0.616,1.5,166.0,97.0,NBA,18.9,2.1,1.9,,5.4,Career,1.0,,0.8,6.2,/players/v/vandeja01.html,0.594
4553,,,,,,,,2.4,,,3.7,.421,8.7,2.2,.740,3.0,224,,NBA,26.1,,3.4,,9.5,Career,,,,4.6,/players/v/vandeer01.html,
4554,7.3,0.533,13.7,0.3,0.368,0.7,,2.1,0.3,2.3,7.6,0.525,14.4,4.3,0.872,4.9,810.0,548.0,NBA,30.3,1.1,1.9,,19.7,Career,0.6,,1.6,3.4,/players/v/vandeki01.html,0.534
4555,1.3,0.386,3.4,0.0,0.0,0.0,,0.9,0.4,2.2,1.3,0.383,3.4,0.7,0.561,1.2,68,14,NBA,12.4,1.3,1.9,,3.3,Career,0.3,,1.0,3.5,/players/v/vanosni01.html,0.383
4556,2.1,0.442,4.7,0.0,0.0,0.3,,3.0,0.1,1.0,2.1,0.418,5.0,1.4,0.6,2.3,22,0,NBA,18.7,0.7,2.0,,5.5,Career,1.0,,1.7,1.7,/players/v/vanteda01.html,0.418
4557,2.0,0.667,3.0,0.0,,0.0,,0.0,0.0,1.0,2.0,0.667,3.0,1.0,1.0,1.0,1,0,NBA,6.0,0.0,3.0,,5.0,Career,0.0,,1.0,1.0,/players/v/vardara01.html,0.667
4558,2.9,.515,5.5,0.0,.023,0.1,,1.2,0.6,4.8,2.9,.509,5.6,1.5,.630,2.4,632,209,NBA,23.9,2.4,2.6,,7.2,Career,0.8,,0.9,7.2,/players/v/varejan01.html,.509
4559,1.1,0.582,1.8,0.0,,0.0,,0.4,0.8,1.4,1.1,0.582,1.8,0.8,0.518,1.5,37.0,0.0,NBA,10.7,0.6,1.9,,2.9,Career,0.3,,0.4,1.9,/players/v/varnaja01.html,0.582
